bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood
4625,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,4.29,684843323,9.78068E+12,English,650,30081,649,03-08-1998,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Very High,All Ages,Happy
4626,Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey,3.9,1565124820,9.78157E+12,English,97,132,24,13-10-2006,Algonquin Books,"Non-fiction, Self-Help","Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Medium,All Ages,Adventurous
4627,For Whom The Bell Tolls,Ernest Hemingway,3.97,99481561,9.7801E+12,English (UK),490,162,7,05-05-2005,Vintage Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4631,A Moveable Feast,Ernest Hemingway,4.04,99285045,9.7801E+12,English,192,82993,4808,06-09-2012,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4633,Islands in the Stream,Ernest Hemingway,3.88,743253426,9.78074E+12,English,448,11265,471,22-07-2003,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4637,Berlin Blues,Sven Regener,3.87,99449234,9.7801E+12,English,247,186,24,04-11-2004,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4641,The Short Stories,Ernest Hemingway,4.26,684837862,9.78068E+12,English (US),464,219,21,25-07-2002,Scribner Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Medium,All Ages,Happy
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen,3.82,1561643424,9.78156E+12,English,185,45,9,01-01-2005,Pineapple Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Biography,Low,All Ages,Happy
4651,The Ernest Hemingway Audio Collection,Ernest Hemingway,4.3,694524980,9.78069E+12,English (US),4,43,6,08-05-2001,Caedmon,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Low,All Ages,Happy
4653,Until I Find You,John Irving,3.63,552773123,9.78055E+12,English,928,198,33,01-08-2006,Black Swan,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4654,The Imaginary Girlfriend,John Irving,3.42,345458265,9.78035E+12,English,208,1841,112,03-12-2002,Ballantine Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4656,The Fourth Hand,John Irving,3.31,345463153,9.78035E+12,English,368,25257,977,29-04-2003,Fawcett Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4657,The Water-Method Man,John Irving,3.35,34541800,9.78035E+12,English,272,10479,251,23-06-1997,Ballantine Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4658,Setting Free the Bears,John Irving,3.3,345417984,9.78035E+12,English,304,8896,217,23-06-1997,Ballantine Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4660,The 158-Pound Marriage,John Irving,3.24,345417968,9.78035E+12,English (US),176,11346,280,23-06-1997,Ballantine Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4662,The Short Stories,F. Scott Fitzgerald,4.23,684842505,9.78068E+12,English,800,12039,164,15-04-1998,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Very High,All Ages,Happy
4664,A Life in Letters,F. Scott Fitzgerald,4.22,684801531,9.78068E+12,English,528,186,13,03-05-1995,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Biography,Medium,All Ages,Happy
4666,On Authorship,F. Scott Fitzgerald,3.75,1570031460,9.78157E+12,English,203,8,1,01-09-1996,University of South Carolina Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,4,873515129,9.78087E+12,English (US),328,100,11,24-09-2004,Minnesota Historical Society Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Low,All Ages,Happy
4670,Tender is the Night,F. Scott Fitzgerald,3.82,141183594,9.78014E+12,English (UK),400,1354,140,28-06-2001,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4673,The Great Gatsby,Kathleen Parkinson,3.88,140771972,9.78014E+12,English,144,557,28,25-11-2003,Penguin Global,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4674,The Great Gatsby,F. Scott Fitzgerald,3.91,60098910,9.78006E+12,English,6,258,58,01-10-2002,Caedmon,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4675,The Great Gatsby,F. Scott Fitzgerald,3.91,1572702567,9.78157E+12,English,4,63,13,13-03-2002,Audio Partners,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4676,Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer,3.7,764586017,9.78076E+12,English,96,78,13,05-06-2000,Cliffs Notes,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4677,The Great Gatsby,F. Scott Fitzgerald,3.91,140620184,9.78014E+12,English,188,2729,245,13-01-1994,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4680,Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33,312426453,9.78031E+12,English,208,1750,228,14-11-2006,Picador,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4681,Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83,446612626,9.78045E+12,English,553,5073,222,01-11-2003,Warner Vision,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4682,The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75,446604402,9.78045E+12,English,817,3655,162,01-09-1997,Grand Central Publishing,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Emotional
4683,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,446608602,9.78045E+12,English,528,5163,179,01-12-2000,Warner Books (NY),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4685,One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,446673781,9.78045E+12,English,288,6093,447,01-09-1997,Warner Books (NY),School Life,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4686,Ultimate Punishment,Scott Turow,3.81,31242373,9.78031E+12,English,176,506,50,01-08-2004,St. Martins Press-3PL,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4692,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,751503894,9.78075E+12,English,720,23114,1175,01-07-2001,Little  Brown Book Group,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Emotional
4693,Matters of Choice (Cole Family Trilogy  #3),Noah Gordon,3.39,451187261,9.78045E+12,English,448,2680,142,01-05-1997,Signet,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Emotional
4695,The Rabbi,Noah Gordon,3.69,449214540,9.78045E+12,English,448,921,44,12-08-1987,Fawcett,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4696,The Last Jew,Noah Gordon,4.1,312300530,9.78031E+12,English,352,4360,189,15-08-2000,St. Martin's Griffin,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4698,The Frequencies,Noah Eli Gordon,4.32,974016713,9.78097E+12,English,81,69,8,01-01-2003,Tougher Disguises,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4700,Chamán (Familia Cole  #2),Noah Gordon,4.12,849654642,9.7885E+12,Spanish,768,493,24,30-06-2006,Zeta Bolsillo,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4703,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,307275698,9.78031E+12,English,60,418,37,11-04-2006,Vintage,Poetry,"Images and feelings are expressed through concentrated, lyrical language, using rhythm and repetition to highlight meaning. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Poetry collection,Medium,All Ages,Happy
4704,Ocean Star Express,Mark Haddon,3.57,664600,9.78001E+12,English,32,1,Currently not available,01-07-2002,HarperCollins UK,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4714,The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,195024923,9.7802E+12,Spanish,520,83,14,19-02-1978,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4717,This Side of Paradise (Paradise  #1),Steven L. Layne,3.73,1589802543,9.78159E+12,English,224,549,80,31-03-2005,Pelican Publishing,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4723,Trimalchio,F. Scott Fitzgerald,4.42,521890470,9.78052E+12,English,214,41,4,25-04-2002,Cambridge University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4738,Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,9.78155E+12,English,144,332,9,10-05-2004,Douglas  McIntyre,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4739,Souvenir of Canada,Douglas Coupland,3.85,1550549170,9.78155E+12,English (US),144,893,34,01-07-2002,Douglas  McIntyre,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4742,The Illustrated Art of War,Sun Tzu,3.97,19518999,9.7802E+12,English,272,91,11,15-10-2005,Oxford University Press  USA,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4745,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham,3.85,1568580398,9.78157E+12,English,256,20,2,17-10-1995,Running Press,"Comedy, Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Graphic novel / comic,Low,All Ages,Happy
4746,Master Index: An Illustrated Guide,Time-Life Books,3.56,809447967,9.78081E+12,English,175,16,1,01-09-1993,Time-Life Books  Inc.,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Low,All Ages,Adventurous
4752,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,345420691,9.78035E+12,English,166,11,Currently not available,24-03-1998,Del Rey,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4764,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell,3.75,684844079,9.78068E+12,English (US),400,55,5,27-08-2002,Free Press,"Historical, History, Non-fiction, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4767,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,345431103,9.78035E+12,English,150,259,9,21-04-1999,Del Rey Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4777,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry,4.14,806127945,9.78081E+12,English,224,383,19,15-10-1995,University of Oklahoma Press,"Historical, History, Non-fiction, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4796,The Winter of Our Discontent,John Steinbeck,3.99,143039482,9.78014E+12,English,336,32091,1517,26-08-2008,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4799,Cannery Row,John Steinbeck,4.04,14200068,9.78014E+12,English,181,96408,3909,05-02-2002,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck,4.41,1883011159,9.78188E+12,English,1088,884,25,01-09-1996,Library of America,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4802,Tortilla Flat,John Steinbeck,3.83,141185112,9.78014E+12,English (UK),154,438,38,07-09-2000,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4803,The Log from the Sea of Cortez,John Steinbeck,3.84,141186070,9.78014E+12,English,288,3427,276,18-01-2001,Penguin Books Ltd,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
4805,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.97,802775934,9.7808E+12,English,224,179,20,01-10-2003,Walker Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.97,802714625,9.7808E+12,English,192,47453,1865,01-10-2005,Walker Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4808,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg,3.53,516277650,9.78052E+12,English,32,1,Currently not available,01-09-2003,Children's Press(CT),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,964432900,9.78096E+12,English,437,10,2,01-10-1996,Collection of Historical Scientific Instruments,Adventure,"Travel, risk, and unfamiliar places push the characters to adapt, forcing them to rely on courage and quick decisions. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Adventurous
4813,1421: The Year China Discovered America,Gavin Menzies,3.6,6054094,9.78006E+12,English,650,11751,893,01-01-2004,Harper Perennial (NYC),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4817,Dr. Desirable,Kristi Gold,3.27,373764219,9.78037E+12,English,192,20,1,25-01-2002,Silhouette Desire,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4820,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,670037605,9.78067E+12,English,461,31384,2255,09-05-2006,Viking,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,874850916,9.78087E+12,English,796,6,2,23-10-2003,Johnson Publishing Company (IL),"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,140072144,9.78014E+12,English (US),70,26,1,01-05-1984,Penguin Books,"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
