bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
1547,The Theban Plays (Everyman's Library  #93),Sophocles,3.97,679431322,9780680000000.0,English (US),223,52.0,3,18-10-1994,Alfred A. Knopf,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The Theban Plays (Everyman's Library  #93),the theban plays (everyman's library  #93),sophocles
1548,Electra and Other Plays,Sophocles,4.14,140440283,9780140000000.0,English,218,135.0,9,30-04-1953,Penguin,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Electra and Other Plays,electra and other plays,sophocles
1549,Antigone; Oedipus the Kingn; Electra,Sophocles,3.94,192835882,9780190000000.0,English,178,13358.0,199,17-09-1998,Oxford University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Antigone; Oedipus the Kingn; Electra,antigone; oedipus the kingn; electra,sophocles
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles,3.7,1580495931,9781580000000.0,English,75,141555.0,1776,22-06-2006,Prestwick House - (Literary Touchstone Classic),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Oedipus Rex  (The Theban Plays  #1),oedipus rex  (the theban plays  #1),sophocles
1555,The Oedipus Plays of Sophocles,Sophocles,3.97,451621603,9780450000000.0,English,390,8.0,1,01-09-1958,Signet Books (NY),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The Oedipus Plays of Sophocles,the oedipus plays of sophocles,sophocles
1558,Oedipus Rex (Greek and Latin Classics),Sophocles,3.7,521617359,9780520000000.0,grc,214,218.0,1,01-08-2006,Cambridge University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Oedipus Rex (Greek and Latin Classics),oedipus rex (greek and latin classics),sophocles
1559,Oedipus the King,Sophocles,3.7,1416500332,9781420000000.0,English,144,740.0,57,01-07-2005,Simon  Schuster,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Oedipus the King,oedipus the king,sophocles
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes,4.06,452007178,9780450000000.0,English,624,6086.0,79,01-11-1984,Plume,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,four plays: the clouds/the birds/lysistrata/the frogs,aristophanes
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes,3.94,415907446,9780420000000.0,English,256,96.0,8,27-08-1996,Routledge,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,three plays by aristophanes: lysistrata/women at the thesmophoria/assemblywomen,aristophanes
1562,The Complete Plays,Aristophanes,4.21,553213431,9780550000000.0,English,577,1998.0,33,01-03-1984,Bantam Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Complete Plays,the complete plays,aristophanes
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes,3.83,812234561,9780810000000.0,English,336,4.0,Currently not available,29-01-1998,University of Pennsylvania Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,aristophanes 1: the acharnians/peace/celebrating ladies/wealth,aristophanes
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes,3.77,872203611,9780870000000.0,English,480,1.0,Currently not available,15-09-1998,Hackett Publishing Company  Inc.,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Clouds/Wasps/Birds (Aristophanes 1),clouds/wasps/birds (aristophanes 1),aristophanes
1567,Lysistrata and Other Plays,Aristophanes,3.95,140448144,9780140000000.0,English (US),241,3833.0,120,30-01-2003,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Lysistrata and Other Plays,lysistrata and other plays,aristophanes
1568,Acharnians,Aristophanes,3.42,1585100870,9781590000000.0,English,96,23.0,1,01-05-2003,Focus Publishing/R. Pullins Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Acharnians,acharnians,aristophanes
1571,Clouds,Aristophanes,3.75,199120099,9780200000000.0,English,254,13.0,2,15-12-1969,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Clouds,clouds,aristophanes
1572,Clouds/Wasps/Peace,Aristophanes,4.07,674995376,9780670000000.0,grc,624,69.0,10,15-12-1998,Loeb Classical Library/Harvard University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Clouds/Wasps/Peace,clouds/wasps/peace,aristophanes
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes,3.94,140441522,9780140000000.0,English,224,391.0,27,28-02-1964,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Three Plays: The Wasps / The Poet and the Women / The Frogs,three plays: the wasps / the poet and the women / the frogs,aristophanes
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes,4.03,156027658,9780160000000.0,English,400,14.0,2,06-01-2003,Harcourt,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,four comedies: lysistrata / the frogs / the birds / ladies' day,aristophanes
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes,4.21,674995961,9780670000000.0,grc,608,58.0,4,01-05-2002,Harvard University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),frogs/assemblywomen/wealth (loeb classical library 180),aristophanes
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,822007762,49086007763.0,English,80,5.0,Currently not available,29-12-1983,Cliffs Notes,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,cliffs notes on aristophanes' lysistrata  the birds  the clouds  the frogs,wjohncampbell
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,198721595,9780200000000.0,English,376,14.0,3,01-10-1995,Oxford University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Aristophanes and Athens: An Introduction to the Plays,aristophanes and athens: an introduction to the plays,douglasmmacdowell
1586,Lysistrata,Aristophanes,3.85,451616227,9780450000000.0,English,98,19.0,2,01-02-1970,Signet,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Lysistrata,lysistrata,aristophanes
1590,Peace,Aristophanes,3.6,198140819,9780200000000.0,English,408,262.0,13,25-02-1999,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Peace,peace,aristophanes
1591,Lysistrata,Aristophanes,3.85,872206033,9780870000000.0,English,132,30604.0,552,01-03-2003,Hackett Publishing Company  Inc.,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Lysistrata,lysistrata,aristophanes
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes,3.69,140443320,9780140000000.0,English (US),335,42.0,1,27-07-1978,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The Knights / Peace / The Birds / The Assembly Women / Wealth,the knights / peace / the birds / the assembly women / wealth,aristophanes
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,521774330,9780520000000.0,English (UK),238,5.0,2,13-04-2000,Cambridge University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Genres in Dialogue: Plato and the Construct of Philosophy,genres in dialogue: plato and the construct of philosophy,andreawilsonnightingale
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,1400032717,9781400000000.0,English,226,1054308.0,35537,18-05-2004,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,The Curious Incident of the Dog in the Night-Time,the curious incident of the dog in the night-time,markhaddon
1620,The Night Gardener,George Pelecanos,3.64,316156507,9780320000000.0,English,372,4067.0,357,08-08-2006,Little Brown and Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Night Gardener,the night gardener,georgepelecanos
1625,Twelfth Night,William Shakespeare,3.98,743482778,9780740000000.0,English,272,138101.0,2513,01-07-2004,Simon Schuster,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Twelfth Night,twelfth night,williamshakespeare
1627,Brokeback Mountain,Annie Proulx,3.94,743271327,9780740000000.0,English,55,24985.0,1751,02-12-2005,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Brokeback Mountain,brokeback mountain,annieproulx
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,142000280,9780140000000.0,English (UK),267,105507.0,3838,31-12-2002,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Getting Things Done: The Art of Stress-Free Productivity,getting things done: the art of stress-free productivity,davidallen
1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,1576751724,9781580000000.0,English,176,75.0,12,27-08-2001,Berrett-Koehler Publishers,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Getting Things Done When You Are Not in Charge,getting things done when you are not in charge,geoffreymbellman
1642,Formas breves,Ricardo Piglia,4.17,843392463,9788430000000.0,Spanish,144,240.0,30,01-06-2001,Anagrama,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Formas breves,formas breves,ricardopiglia
1643,El último lector,Ricardo Piglia,4.14,8433968777,9788430000000.0,Spanish,209,331.0,24,15-07-2009,Anagrama,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,El último lector,el último lector,ricardopiglia
1645,Money to Burn,Ricardo Piglia,3.76,1862076650,9781860000000.0,English,209,69.0,12,01-08-2004,Granta UK,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Money to Burn,money to burn,ricardopiglia
1646,Respiración artificial,Ricardo Piglia,3.96,8433924710,9788430000000.0,Spanish,218,1279.0,77,01-03-2008,Anagrama,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Respiración artificial,respiración artificial,ricardopiglia
1654,Plata quemada,Ricardo Piglia,3.76,8433924621,9788430000000.0,Spanish,227,1098.0,65,01-07-2005,Anagrama,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Plata quemada,plata quemada,ricardopiglia
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor,2.83,321317106,9780320000000.0,English,664,,Currently not available,11-03-2005,Longman Publishing Group,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,currently not available,All Ages,Happy,American Government: Continuity and Change  Alternate Edition,american government: continuity and change  alternate edition,kareno'connor
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor,3.5,321365208,9780320000000.0,English,854,,Currently not available,29-07-2005,Longman Publishing Group,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,currently not available,All Ages,Happy,Essentials of American and Texas Government: Continuity and Change,essentials of american and texas government: continuity and change,kareno'connor
1667,El túnel,Ernesto Sabato,4.05,8432216429,9788430000000.0,Spanish,159,453.0,60,01-07-2003,Seix Barral,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,El túnel,el túnel,ernestosabato
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo,3.92,1565480848,9781570000000.0,English,416,142.0,24,01-12-2002,New City Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Confessions (Works of Saint Augustine 1),the confessions (works of saint augustine 1),augustineofhippo
1684,The City of God,Augustine of Hippo,3.92,679783199,9780680000000.0,English,905,104.0,16,12-09-2000,Random House,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The City of God,the city of god,augustineofhippo
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo,4.04,1565481240,9781570000000.0,English,144,271.0,21,01-10-1999,New City Press,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Romantic,The Enchiridion on Faith Hope and Love (Augustine Series 1),the enchiridion on faith hope and love (augustine series 1),augustineofhippo
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,520227573,9780520000000.0,English (US),576,1643.0,97,24-11-2000,University of California Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Biography,High,All Ages,Happy,Augustine of Hippo: A Biography,augustine of hippo: a biography,peterrlbrown
1693,On Christian Doctrine,Augustine of Hippo,4.03,24021504,9780020000000.0,English,191,2335.0,67,11-01-1958,Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,On Christian Doctrine,on christian doctrine,augustineofhippo
1698,Confessions  Books 1-13,Augustine of Hippo,3.92,872201864,9780870000000.0,English,296,84.0,8,01-01-1993,Hackett Publ. Co Inc,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Confessions  Books 1-13,confessions  books 1-13,augustineofhippo
1702,Saint Augustine,Garry Wills,3.55,143035983,9780140000000.0,English,176,259.0,30,30-08-2005,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Saint Augustine,saint augustine,garrywills
1703,Augustine: A Very Short Introduction,Henry Chadwick,3.71,192854526,9780190000000.0,English,144,236.0,33,07-06-2001,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Augustine: A Very Short Introduction,augustine: a very short introduction,henrychadwick
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo,3.94,1565482018,9781570000000.0,English,540,29.0,3,01-05-2004,New City Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),on genesis/a refutation of the manichees/the unfinished literal meaning of genesis (works of st augustine 1),augustineofhippo
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,60934913,9780060000000.0,English,302,2488.0,266,01-05-2001,Ecco Press,Adventure,"Travel, risk, and unfamiliar places push the characters to adapt, forcing them to rely on courage and quick decisions. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Adventurous,Kitchen Confidential: Adventures in the Culinary Underbelly,kitchen confidential: adventures in the culinary underbelly,anthonybourdain
1710,Confesiones de un chef,Anthony Bourdain,4.07,8466308954,9788470000000.0,Spanish,478,11.0,Currently not available,01-02-2003,Santillana USA Publishing Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Confesiones de un chef,confesiones de un chef,anthonybourdain
1713,The Metamorphoses of Ovid,Ovid,4.05,156001268,9780160000000.0,English,559,710.0,64,15-04-1995,Harcourt Brace,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Metamorphoses of Ovid,the metamorphoses of ovid,ovid
1715,Metamorphoses,Ovid,4.05,14044789,9780140000000.0,English,723,48223.0,764,03-08-2004,Penguin,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Metamorphoses,metamorphoses,ovid
1718,Metamorphoses,Ovid,4.05,393058107,9780390000000.0,English,624,30.0,8,17-11-2003,W. W. Norton  Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Metamorphoses,metamorphoses,ovid
1720,Ovid's Metamorphoses: Books 1-5,Ovid,4.27,806128941,9780810000000.0,English,584,229.0,16,15-01-1998,University of Oklahoma Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Ovid's Metamorphoses: Books 1-5,ovid's metamorphoses: books 1-5,ovid
1721,Ovid’s Metamorphoses: Books 6-10,Ovid,4.32,806114568,9780810000000.0,English,560,32.0,3,15-01-1978,University of Oklahoma Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Ovid’s Metamorphoses: Books 6-10,ovid’s metamorphoses: books 6-10,ovid
